"density","nutr","area","algae","svl"
9.17205578423186,0.00189408319830803,7.79293298108668,-3.48750467407234,51.6556969536829
8.89867471851839,0.0014792044331332,11.805574115554,0.983494393457909,65.0777722766211
2.75584777047049,0.0014233462213654,10.1366367031134,-7.30083261625338,113.117046670233
10.1634346182394,0.00216076574882187,7.7010640991975,-3.59780207200557,42.4901426298893
9.06034265281381,0.0012499350620228,8.19745003905992,-1.05962954819696,103.470173920069
10.1364762728496,0.00177723336950134,7.60309295203279,-8.02302142462664,40.1782806583497
10.6252667159538,0.00286702271628754,8.97967235289923,1.2449037027825,25.7677858448972
6.27267179189688,0.00225564780788173,10.6124926872776,-0.245911528443923,85.272666984494
10.1649073298725,0.00204982251827667,9.86424594466795,4.06025161214058,57.9417238426633
6.31103867954243,0.00197105444480187,10.7444048517101,-4.76483558678207,74.9700463066655
4.526115440825,0.00112860618549819,12.2889824434329,-6.10037512872547,124.178481265546
7.94993058227112,0.00133752350840306,7.12077569270161,-8.15392508670492,84.3554436249597
7.6011011219231,0.00172603305923253,8.50918446536048,-4.0305974203798,64.0378987216834
3.14842325007948,0.0012718078620735,7.83147943703786,-11.4845286723703,120.773118785832
11.1967853492589,0.00204134341022045,8.17637908137547,0.97496643206294,52.0305213438347
11.3547110077594,0.00246378947357789,10.5089477210132,-0.58105585313241,34.9934337392204
9.63046602055161,0.00164161533253125,10.1090856871382,-5.43157564369273,82.3055797726849
14.6656842707474,0.00248119983759392,11.7387936564234,9.74416275675542,60.6065536198551
12.5838909970506,0.00277294229100328,9.00835572241,3.46747816598309,22.6833148248726
4.66561478146268,0.00149511819319741,11.5779679124106,-1.81631710219712,104.701920966654
17.9868038378441,0.00227870542679529,9.90344433638246,6.88084556027924,22.0782962504197
10.0484440820345,0.00208439075698555,10.568882957603,-1.98621085015145,73.2529820355903
9.56788995181468,0.00207762942915086,5.3101738352902,-6.78541164940283,38.8757410380564
13.5983478151875,0.00318388236935467,10.704279739961,6.19492474906473,15.8758839663349
6.1626474521111,0.00120717779324183,8.52658141214186,-3.26281012959802,131.416515658922
